"","X1","X2","elements","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree","group","ID","Domain","Kingdom","Phylum","Class","Order","Family","Genus","Species","Group","nodes","label"
"36",8.67053541668135,8.74571229108323,"ASV27",11,0.3875,429.670784127306,11,"Severe","ASV27","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Comamonadaceae","g__Comamonas","s__unclassified_g__Comamonas","Severe",63,"Severe: (nodes: 63; links: )"
"37",-1.24767936955164,5.52729116044702,"ASV28",5,0.293838862559242,2.73988095238095,5,"Severe","ASV28","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Rhizobiales","f__Rhizobiaceae","g__Phyllobacterium","s__unclassified_g__Phyllobacterium","Severe",63,"Severe: (nodes: 63; links: )"
"38",-8.91078610668793,-6.29583690484028,"ASV29",0,0,0,0,"Severe","ASV29","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__unclassified_f__Enterobacteriaceae","s__unclassified_f__Enterobacteriaceae","Severe",63,"Severe: (nodes: 63; links: )"
"39",-3.32353535151611,-9.48400714980932,"ASV297",3,0.236641221374046,82.9416666666667,3,"Severe","ASV297","d__Bacteria","k__norank_d__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__unclassified_g__Lactobacillus","Severe",63,"Severe: (nodes: 63; links: )"
"40",10.8109533189639,-2.02344615582638,"ASV3",4,0.253061224489796,59,4,"Severe","ASV3","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Burkholderiales","f__Oxalobacteraceae","g__Undibacterium","s__uncultured_bacterium_g__Undibacterium","Severe",63,"Severe: (nodes: 63; links: )"
"41",6.10308645565028,9.01952710439199,"ASV30",8,0.346368715083799,137.249517873431,8,"Severe","ASV30","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__unclassified_f__Enterobacteriaceae","s__unclassified_f__Enterobacteriaceae","Severe",63,"Severe: (nodes: 63; links: )"
"42",1.59786218940337,-2.72307476168911,"ASV31",3,0.303921568627451,0,3,"Severe","ASV31","d__Bacteria","k__norank_d__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Streptococcaceae","g__Streptococcus","s__Streptococcus_danieliae","Severe",63,"Severe: (nodes: 63; links: )"
"43",0.288183717018317,-0.0751215420256499,"ASV32",12,0.397435897435897,319.226794384741,12,"Severe","ASV32","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__unclassified_f__Enterobacteriaceae","s__unclassified_f__Enterobacteriaceae","Severe",63,"Severe: (nodes: 63; links: )"
"44",5.9498552625728,-13.5886542198138,"ASV33",6,0.314720812182741,83.9061033720072,6,"Severe","ASV33","d__Bacteria","k__norank_d__Bacteria","p__Bacteroidota","c__Bacteroidia","o__Flavobacteriales","f__Flavobacteriaceae","g__Flavobacterium","s__Flavobacterium_sp._B202","Severe",63,"Severe: (nodes: 63; links: )"
"45",-11.2173881299352,-0.220884634996656,"ASV34",0,0,0,0,"Severe","ASV34","d__Bacteria","k__norank_d__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacterales","f__Enterobacteriaceae","g__unclassified_f__Enterobacteriaceae","s__unclassified_f__Enterobacteriaceae","Severe",63,"Severe: (nodes: 63; links: )"
